,brand,model,category,id
549,VW - VOLKSWAGEN,VW - VOLKSWAGEN PARATI CL 1.8 MI 2P E 4P,,550
550,MITSUBISHI,MITSUBISHI ASX 2.0 16V 4X2 FLEX AUT.,Van/Utilitário,551
551,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL ECOMOTION  1.0 MI TOTAL FLEX 8V 4P,Sedã,552
552,FIAT,FIAT UNO SPORTING 1.4 B.EDIT. FLEX 8V 5P,Hatch,553
553,VW - VOLKSWAGEN,VW - VOLKSWAGEN SAVEIRO CROSS 1.6 T. FLEX 16V CE,Pick-up,554
554,RENAULT,RENAULT DUSTER DYNAMIQUE 1.6 HI-FLEX 16V MEC.,SUV,555
555,DODGE,DODGE AVENGER ES 2.0/2.5 16V,Pick-up,556
556,RENAULT,RENAULT SANDERO STEPWAY EASY R FLEX 1.6 16V 5P,Passeio,557
557,MITSUBISHI,MITSUBISHI L200 GLS SPORT 2.5 4X4 121CV CD DTI DIES,Pick-up,558
558,VW - VOLKSWAGEN,VW - VOLKSWAGEN SANTANA COMFORTLINE 1.8 MI 8V 4P,Sedã,559
559,GM - CHEVROLET,GM - CHEVROLET MONTANA 1.4 8V CONQUEST ECONOFLEX  2P,Pick-up,560
560,NISSAN,NISSAN MARCH SV 1.0 16V FLEX FUEL 5P,Hatch,561
561,FIAT,FIAT GRAND SIENA ESSEN.SUBLIME 1.6 FLEX,Sedã,562
562,RENAULT,RENAULT KWID,Hatch,563
563,GM - CHEVROLET,GM - CHEVROLET MERIVA 1.8/ CD 1.8 MPFI FLEXPOWER 8V,Sedã,564
564,GM - CHEVROLET,GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,Hatch,565
565,GM - CHEVROLET,GM - CHEVROLET A-20 CUSTOM STD. CD/ DE LUXE CD,Antigo,566
566,FIAT,FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS,Pick-up,567
567,JEEP,JEEP COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,,568
568,FIAT,FIAT DOBLO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,,569
569,TOYOTA,TOYOTA ETIOS PLATINUM SED. 1.5 FLEX 16V 4P MEC.,,570
570,TOYOTA,TOYOTA RAV4 2.0 4X2 16V AUT.,SUV,571
571,FIAT,FIAT PUNTO 1.4 FIRE FLEX 8V 5P,Passeio,572
572,PEUGEOT,PEUGEOT 207 XR SPORT 1.4 FLEX 8V 3P,Hatch,573
573,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL CITY 1.0 MI 8V 2P,Passeio,574
574,FORD,FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,Hatch,575
575,FIAT,FIAT DOBLO ELX 1.4 MPI FIRE FLEX 8V 4P,Passeio,576
576,VW - VOLKSWAGEN,VW - VOLKSWAGEN VOYAGE,Sedã,577
577,FORD,FORD KA 1.5 SE 12V FLEX 5P MEC.,Hatch,578
578,SUZUKI,SUZUKI GRAND VITARA 2.0 16V 4X2/4X4 5P MEC.,SUV,579
579,HYUNDAI,HYUNDAI HB20S STYLE 1.6 FLEX 16V AUT.,Passeio,580
580,VW - VOLKSWAGEN,VW - VOLKSWAGEN NIVUS LAUNCHING ED. 1.0 200 TSI FLEX AUT,SUV,581
581,VW - VOLKSWAGEN,VW - VOLKSWAGEN POLO SED. COMFORT. 1.6 MI TOT. FLEX 8V,Sedã,582
582,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOLF HIGHLINE 1.4 TSI 140CV AUT.,Passeio,583
583,FIAT,FIAT TORO OPENING EDITION 1.8 16V FLEX AUT.,Pick-up,584
584,RENAULT,RENAULT SANDERO EXPRESSION HI-POWER 1.6 8V 5P,Hatch,585
585,FIAT,FIAT STRADA,,586
586,FORD,FORD ECOSPORT,,587
587,FIAT,FIAT PALIO EX 1.0 MPI 2P,Hatch,588
588,JEEP,JEEP COMPASS LIMITED 2.0 4X4 DIESEL 16V AUT.,,589
589,VW - VOLKSWAGEN,VW - VOLKSWAGEN FOX ROCK IN RIO 1.6 MI TOTAL FLEX 8V 5P,Hatch,590
590,VW - VOLKSWAGEN,VW - VOLKSWAGEN FOX PLUS 1.0MI/ 1.0MI TOTAL FLEX 8V 3P,SUV,591
591,FORD,FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,Sedã,592
592,FIAT,FIAT DOBLO ELX 1.8 MPI 8V 103CV,SUV,593
593,AUDI,AUDI A1 1.4 TFSI 122CV S-TRONIC 3P,Hatch,594
594,TOYOTA,TOYOTA ETIOS XS SEDAN1.5 FLEX 16V 4P MEC.,,595
595,VW - VOLKSWAGEN,VW - VOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONIC,Sedã,596
596,FORD,FORD RANGER XLS 2.2 4X4 CD DIESEL MEC.,Passeio,597
597,HONDA,HONDA CITY SEDAN LX 1.5 FLEX 16V 4P MEC.,Sedã,598
598,LAND ROVER,LAND ROVER DISCOVERY SPORT SE 2.0 4X4 DIESEL AUT.,,599
599,FORD,FORD ECOSPORT XLT 2.0/ 2.0 FLEX 16V 5P AUT.,SUV,600
600,DODGE,DODGE JOURNEY RT  3.6 V6 AUT.,SUV,601
601,AUDI,AUDI A3 SPORTBACK 1.4 TFSI S-TRONIC,Hatch,602
602,TOYOTA,TOYOTA XL LIVE SEDAN 1.5 FLEX 16V 4P MEC,Sedã,603
603,GM - CHEVROLET,GM - CHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.,Sedã,604
604,HONDA,HONDA FIT TWIST 1.5 FLEX 16V 5P AUT.,Hatch,605
605,HYUNDAI,HYUNDAI HB20S PREMIUM 1.6 FLEX 16V MEC. 4P,Sedã,606
606,TOYOTA,TOYOTA HILUX SW4 4X4 3.0 8V TB DIESEL,SUV,607
607,VW - VOLKSWAGEN,VW - VOLKSWAGEN UP! CROSS 1.0 TSI TOTAL FLEX 12V 5P,Passeio,608
608,BMW,BMW 320IA GT SPORT 2.0 TURBO 16V 184CV 5P,Sedã,609
609,FIAT,FIAT PALIO,,610
610,FIAT,FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P,Antigo,611
611,FIAT,FIAT IDEA,,612
612,NISSAN,NISSAN VERSA SL 1.6 16V FLEX FUEL 4P MEC.,Sedã,613
613,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL COMFORTLINE 1.0 T. FLEX 12V 5P,Hatch,614
614,GM - CHEVROLET,GM - CHEVROLET S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL,Pick-up,615
615,KIA MOTORS,KIA MOTORS BONGO K-2700 2.7 4X2/4X4 DIESEL,Van/Utilitário,616
616,FIAT,FIAT PALIO 1.0 CEL. ECON./ITALIA F.FLEX 8V 4P,Hatch,617
617,HYUNDAI,HYUNDAI IX35 2.0 16V 2WD FLEX MEC.,SUV,618
618,GM - CHEVROLET,GM - CHEVROLET MONTANA LS COMBO 1.4 8V ECONOFLEX 2P,Van/Utilitário,619
619,RENAULT,RENAULT SANDERO ZEN FLEX 1.0 12V 5P MEC.,Hatch,620
620,FIAT,FIAT BRAVA HGT 1.8 MPI 16V  4P,Hatch,621
621,GM - CHEVROLET,GM - CHEVROLET SUPREMA CD 4.1 / 3.0,Passeio,622
622,JEEP,JEEP RENEGADE LIMITED 1.8 4X2 FLEX 16V AUT.,SUV,623
623,VW - VOLKSWAGEN,VW - VOLKSWAGEN GOL I MOTION COMFORT. 1.6 T. FLEX 8V 5P,Hatch,624
